gene_id,sampleA,sampleB,baseMeanA,baseMeanB,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC116950546,S,C,27.52211182,34.18941298,30.8557624,-0.31125394,0.344928475,-0.902372412,0.366859071,0.693874051
LOC116950263,S,C,932.6638849,1004.411327,968.5376061,-0.107710791,0.119399452,-0.902104565,0.367001324,0.693914128
LOC116947482,S,C,955.0829142,885.6355877,920.3592509,0.108681347,0.120483725,0.902041723,0.367034704,0.693914128
LOC116945132,S,C,661.281567,717.3754517,689.3285093,-0.117554077,0.130388422,-0.901568375,0.367286197,0.694243535
LOC116938621,S,C,37.24986785,30.13454735,33.6922076,0.302101331,0.335345945,0.90086472,0.367660251,0.694561207
LOC116955655,S,C,68.64709793,57.67701144,63.16205469,0.248161359,0.275495541,0.900781763,0.367704366,0.694561207
PNKD,S,C,274.2741018,249.1035252,261.6888135,0.138598564,0.153893921,0.900611036,0.367795165,0.694561207
LOC116947554,S,C,140.6984894,157.9689669,149.3337281,-0.164158051,0.182276159,-0.90060078,0.36780062,0.694561207
LOC116938996,S,C,947.6705787,1031.789178,989.7298782,-0.121763139,0.135213445,-0.900525374,0.367840728,0.694561207
LOC116957456,S,C,1307.878655,1210.818383,1259.348519,0.110613016,0.122866345,0.900271073,0.367976011,0.69467068
LOC116952604,S,C,20.11568031,25.55351453,22.83459742,-0.349062665,0.387832686,-0.900034159,0.368102073,1
LOC116950205,S,C,29.61092686,23.57559032,26.59325859,0.331084983,0.367872083,0.900000294,0.368120094,0.694796717
RWDD3,S,C,283.4066921,310.0146827,296.7106874,-0.129033287,0.143453362,-0.899479002,0.368397575,0.695174425
LOC116953459,S,C,279.858459,308.2804949,294.0694769,-0.139257059,0.154929933,-0.898838951,0.36873845,0.695655605
LOC116949413,S,C,10.29332346,14.69675227,12.49503787,-0.516503036,0.574826489,-0.89853729,0.368899174,1
SPTAN1,S,C,1043.162784,1129.724332,1086.443558,-0.114400724,0.127367663,-0.898192845,0.369082747,0.695655605
LOC116949295,S,C,26.30115093,20.7952416,23.54819626,0.343816697,0.382792019,0.898181466,0.369088812,1
F2,S,C,30.83314388,24.68313993,27.7581419,0.317038129,0.353001901,0.898120176,0.369121484,0.695655605
LOC116956667,S,C,51.92976346,60.98186908,56.45581627,-0.231260028,0.257515688,-0.898042482,0.369162902,0.695655605
TBC1D31,S,C,14657.05401,13688.55121,14172.80261,0.098602086,0.109813431,0.897905519,0.369235922,0.695655605
DHODH,S,C,72.20652828,83.23298102,77.71975465,-0.204706866,0.227998934,-0.897841328,0.369270148,0.695655605
LOC116941107,S,C,290.0001661,260.1004914,275.0503288,0.15421633,0.171792091,0.897691672,0.369349951,0.695655605
LOC116939898,S,C,645.7305465,598.1447673,621.9376569,0.110673822,0.123302049,0.897582997,0.369407907,0.695655605
LOC116940845,S,C,1007.788074,1086.454613,1047.121344,-0.108061957,0.120392658,-0.897579291,0.369409884,0.695655605
LOC116937348,S,C,356.197047,395.2639107,375.7304788,-0.149998106,0.167144528,-0.897415593,0.369497195,0.695655605
LOC103091849,S,C,77.76754315,66.29291235,72.03022775,0.231624282,0.258105212,0.897402573,0.36950414,0.695655605
SCARB2,S,C,140.7076492,157.4681092,149.0878792,-0.163495943,0.182349876,-0.89660573,0.36992934,0.696310232
LOC116953654,S,C,9.91578477,13.87353345,11.89465911,-0.491040158,0.547752452,-0.896463642,0.37000519,1
LOC116940019,S,C,197.4211807,178.3780548,187.8996178,0.145494715,0.162334705,0.896263767,0.370111906,0.696429932
LOC116944842,S,C,55.18659874,64.92498964,60.05579419,-0.228970182,0.255491106,-0.896196291,0.370147936,0.696429932
LOC116948434,S,C,741.2187579,687.5943973,714.4065776,0.107782614,0.120322749,0.895779178,0.370370713,0.696703208
PPHLN1,S,C,78.47062766,90.14962587,84.31012676,-0.198045427,0.221189322,-0.895366131,0.3705914,0.69697244
ARL3,S,C,1260.922022,1363.087363,1312.004693,-0.111879042,0.125008478,-0.894971634,0.370802252,0.697095961
CIAO1,S,C,487.1235247,528.8047691,507.9641469,-0.117329322,0.131101104,-0.894952969,0.37081223,0.697095961
LOC116945297,S,C,189.0695224,169.2972222,179.1833723,0.156321549,0.174718841,0.894703448,0.370945635,0.697137407
LOC116947341,S,C,165.8453296,147.8124044,156.828867,0.164850578,0.184316688,0.894387695,0.371114494,0.697137407
OAT,S,C,103.0396722,90.27225009,96.65596113,0.190802963,0.213336421,0.894375943,0.371120779,0.697137407
TSN,S,C,414.3876749,378.9313513,396.6595131,0.12863887,0.143861499,0.894185524,0.371222636,0.697137407
DHPS,S,C,881.6562537,948.2476083,914.951931,-0.104913732,0.117367897,-0.893887808,0.371381921,0.697137407
LOC116941202,S,C,487.2452967,528.2381095,507.7417031,-0.117692943,0.131669747,-0.893849539,0.371402399,0.697137407
CIR1,S,C,341.8611587,381.2624486,361.5618037,-0.15801485,0.176789953,-0.893799943,0.37142894,0.697137407
LOC116949628,S,C,31.22430886,38.85112376,35.03771631,-0.322861147,0.361342341,-0.893504884,0.371586858,0.697137407
NCSTN,S,C,167.6299623,149.2799506,158.4549565,0.166382891,0.186248244,0.893339382,0.371675454,0.697137407
POLR3H,S,C,213.7248724,238.0383025,225.8815874,-0.152769415,0.171014153,-0.893314454,0.3716888,0.697137407
LOC116956282,S,C,654.4112711,606.152982,630.2821266,0.109783615,0.122901194,0.893267278,0.371714057,0.697137407
LOC116947957,S,C,27.72862486,34.16751549,30.94807017,-0.304097785,0.340469578,-0.893171681,0.371765241,0.697137407
TIPIN,S,C,1428.345723,1337.336881,1382.841302,0.095013921,0.106406125,0.892936571,0.371891141,0.697227998
NMD3,S,C,6.914634815,10.66173098,8.788182895,-0.635412133,0.711675435,-0.892839773,0.371942984,1
LOC116940713,S,C,24.04388109,17.48647508,20.76517808,0.463860756,0.519588787,0.892745894,0.371993267,1
LOC116943533,S,C,1459.987466,1362.094648,1411.041057,0.099957153,0.111974959,0.892674161,0.372031692,0.697346012
LOC116946189,S,C,8.136768586,11.71255328,9.924660933,-0.522798019,0.58592516,-0.892260744,0.37225319,1
LOC116953854,S,C,47.74939601,39.62097608,43.68518604,0.271425191,0.304316292,0.89191804,0.372436864,0.697959888
LOC116939499,S,C,17.26567372,12.94082015,15.10324693,0.41610694,0.466815389,0.891373655,0.372728746,1
PCYOX1,S,C,64.89626205,75.25989547,70.07807876,-0.219103996,0.245844699,-0.891229287,0.372806176,0.698506317
DMAC2,S,C,652.0677771,601.5378649,626.802821,0.116062713,0.130266556,0.890963237,0.372948893,0.698582448
LOC116942018,S,C,19.50233858,26.61951975,23.06092917,-0.454639185,0.510314519,-0.89089996,0.372982842,1
LOC116948035,S,C,90.00222344,78.28734136,84.1447824,0.198541849,0.222864448,0.89086371,0.373002291,0.698582448
LOC116956671,S,C,5.483558992,8.435606419,6.959582706,-0.627617893,0.704681635,-0.890640342,0.373122149,1
NOXRED1,S,C,112.9972003,127.5164204,120.2568104,-0.175110226,0.196614862,-0.890625583,0.37313007,0.698676142
THUMPD3,S,C,67.27859557,78.35098068,72.81478813,-0.216397416,0.243050811,-0.890338176,0.373284328,0.698819369
WDR44,S,C,109.8572772,123.9922232,116.9247502,-0.175273337,0.196983052,-0.889788921,0.373579236,0.699198797
CTSZ,S,C,272.3675929,247.1214876,259.7445403,0.139142563,0.156397791,0.889670899,0.373642624,0.699198797
ASS1,S,C,31.48454386,25.32946929,28.40700657,0.3216073,0.361654302,0.889267176,0.373859508,0.699458992
NEURL1,S,C,8.903991032,5.859458606,7.381724819,0.601474834,0.676570496,0.889005414,0.37400017,1
RWDD2B,S,C,95.23635311,81.94347865,88.58991588,0.211372352,0.237764948,0.888997113,0.374004631,0.699584849
LOC116955739,S,C,14.15026577,10.07623524,12.1132505,0.482727481,0.543257833,0.888578961,0.374229402,1
DPP10,S,C,164.8128476,185.7291565,175.2710021,-0.171068862,0.192566515,-0.888362455,0.374345814,0.699990411
LOC116940370,S,C,1063.033622,990.3743848,1026.704003,0.10178865,0.114598945,0.888216296,0.374424414,0.699990411
ACTR6,S,C,569.5974405,526.182313,547.8898767,0.114007007,0.128363262,0.888159163,0.374455142,0.699990411
PPP1CC,S,C,686.0403466,631.8534733,658.9469099,0.118371166,0.133300307,0.888003697,0.374538763,0.700001107
LOC116945997,S,C,13.69409831,18.25802991,15.97606411,-0.417411054,0.470159737,-0.88780689,0.374644636,1
LOC116958628,S,C,31.98762107,39.40289287,35.69525697,-0.308703521,0.34774564,-0.887727941,0.374687112,0.700132749
TTL,S,C,9.232274203,12.96702841,11.09965131,-0.494953488,0.557815477,-0.88730684,0.374913724,1
CHMP2A,S,C,441.5614794,477.9007353,459.7311073,-0.114370372,0.128904532,-0.887248652,0.374945044,0.700469057
LOC116937358,S,C,58.92090637,48.1967422,53.55882429,0.281218828,0.317105464,0.886830597,0.375170112,0.700711535
LOC116944379,S,C,2161.987022,2314.202698,2238.09486,-0.097955184,0.110490718,-0.886546727,0.375322986,0.700711535
LOC116957574,S,C,24.46927733,30.51919597,27.49423665,-0.318564679,0.359363569,-0.886469041,0.37536483,0.700711535
SYNE1,S,C,417.6849388,452.0657469,434.8753429,-0.113928974,0.128535277,-0.886363466,0.3754217,0.700711535
LOC116939123,S,C,13.95103976,10.04366304,11.9973514,0.472121971,0.532661512,0.886345194,0.375431542,1
CD3EAP,S,C,26.36646175,32.71835972,29.54241073,-0.316701349,0.357336355,-0.886283594,0.375464727,0.700711535
LOC116942922,S,C,40.44021942,48.41091652,44.42556797,-0.254104512,0.286896065,-0.885702329,0.375777953,0.700814805
GCDH,S,C,268.4097938,243.0561517,255.7329728,0.141263363,0.159629579,0.88494478,0.376186415,0.700814805
MCM2,S,C,3289.425877,3054.144305,3171.785091,0.107059471,0.120980759,0.88492974,0.376194527,0.700814805
LOC116947004,S,C,13.49612844,17.87468192,15.68540518,-0.416038923,0.470138131,-0.88492912,0.376194861,1
LSM3,S,C,1261.656683,1168.855475,1215.256079,0.110722941,0.125125302,0.884896493,0.37621246,0.700814805
GARRE1,S,C,2253.817579,2077.935449,2165.876514,0.116970851,0.132188621,0.884878369,0.376222236,0.700814805
LOC116941558,S,C,61.06014982,51.6790444,56.36959711,0.236391875,0.267170689,0.88479719,0.376266025,0.700814805
LOC116939535,S,C,1900.995721,2039.33787,1970.166796,-0.101034256,0.114198238,-0.884726922,0.376303932,0.700814805
LOC116946133,S,C,97.62268012,83.37033503,90.49650757,0.222128188,0.251117204,0.884559816,0.376394087,0.700814805
POT1,S,C,841.2491853,906.6553784,873.9522818,-0.107365531,0.121388709,-0.884477081,0.376438729,0.700814805
HEATR3,S,C,41.13124212,49.66970242,45.40047227,-0.268009905,0.303031534,-0.884429094,0.376464623,0.700814805
LOC116943043,S,C,250.2978773,227.3854924,238.8416849,0.138032522,0.156092164,0.884301417,0.376533523,0.700814805
COP1,S,C,871.7339386,937.3133314,904.523635,-0.103895352,0.117500824,-0.884209562,0.376583097,0.700814805
ZNF608,S,C,810.6706617,748.7741406,779.7224012,0.11482833,0.129878477,0.884121318,0.376630727,0.700814805
SLC35A1,S,C,95.17316296,108.1291408,101.6511519,-0.182167164,0.206060637,-0.8840464,0.376671165,0.700814805
ZNF593,S,C,46.05526459,38.01758087,42.03642273,0.277934377,0.31440125,0.88401168,0.376689908,0.700814805
TMEM62,S,C,40.7205032,48.80979807,44.76515064,-0.259150484,0.293306557,-0.883548211,0.376940146,0.700840142
ECT2,S,C,317.6230743,291.103207,304.3631406,0.126614725,0.143331385,0.883370555,0.377036095,0.700840142
ARHGAP10,S,C,82.44699433,93.81778972,88.13239203,-0.187552079,0.212327427,-0.883315365,0.377065904,0.700840142
SPDL1,S,C,497.8728737,538.4414772,518.1571754,-0.112329678,0.127173345,-0.883280046,0.377084982,0.700840142
LOC116953609,S,C,7.586000324,11.07895178,9.332476054,-0.553793525,0.626984027,-0.883265762,0.377092698,1
ARMC9,S,C,859.9757829,800.3874995,830.1816412,0.103769455,0.117484037,0.883264299,0.377093488,0.700840142
LOC116956483,S,C,7.825713593,11.35185532,9.588784457,-0.537847594,0.609139703,-0.88296263,0.377256463,1
LOC116936880,S,C,24.43239196,19.0675709,21.74998143,0.355847938,0.40310815,0.882760466,0.377365705,1
LOC116955423,S,C,19.80822721,25.35567755,22.58195238,-0.347896445,0.394240243,-0.882447824,0.377534683,1
LOC116944208,S,C,44.07953466,52.16572037,48.12262752,-0.242462444,0.274763312,-0.882441114,0.37753831,0.701521765
LOC116946707,S,C,7.676999238,11.07614609,9.376572662,-0.544097015,0.61671319,-0.882252924,0.377640048,1
TEX264,S,C,34.09240816,41.28781316,37.69011066,-0.271350864,0.307786056,-0.881621692,0.37798142,0.701663694
GOLGA4,S,C,942.4255997,854.8216139,898.6236068,0.140663075,0.159584944,0.88143074,0.378084726,0.701663694
LOC116950899,S,C,781.8063504,719.4942579,750.6503042,0.120431157,0.136642772,0.881357687,0.378124252,0.701663694
MTG2,S,C,63.9394464,74.14563129,69.04253885,-0.210280198,0.238592016,-0.881337946,0.378134933,0.701663694
LOC116957436,S,C,78.89655734,91.06850812,84.98253273,-0.210325597,0.238676556,-0.881215988,0.378200927,0.701663694
LOC116947808,S,C,787.8562242,851.823312,819.8397681,-0.111900037,0.127002544,-0.881085004,0.378271813,0.701663694
CLPX,S,C,802.6217877,863.2603022,832.941045,-0.104806586,0.118966685,-0.880974248,0.378331758,0.701663694
ARIH1,S,C,754.7328126,700.7298544,727.7313335,0.107543788,0.122083925,0.880900476,0.37837169,0.701663694
LOC116946536,S,C,157.4294501,140.895957,149.1627035,0.160783217,0.182525262,0.880881999,0.378381692,0.701663694
SLC25A20,S,C,266.167571,242.1035941,254.1355826,0.137788134,0.15642519,0.880856428,0.378395533,0.701663694
LOC116955353,S,C,5.706044083,8.698587791,7.202315937,-0.603731858,0.685414,-0.880828023,0.37841091,1
LOC116953192,S,C,25.12827268,31.62935383,28.37881325,-0.334060084,0.379377586,-0.88054776,0.378562644,0.701828744
LOC116943272,S,C,7.371975151,10.74802032,9.059997737,-0.532300013,0.604579665,-0.880446438,0.378617509,1
DNAJC12,S,C,12.95499298,9.14708017,11.05103657,0.516976714,0.587350146,0.880184874,0.378759166,1
MAP2K5,S,C,12.14728327,16.67337586,14.41032956,-0.449025249,0.510160304,-0.88016501,0.378769926,1
LOC116939749,S,C,12.34408026,8.741082153,10.54258121,0.491300177,0.558210598,0.88013409,0.378786674,1
PEX26,S,C,18.98814735,14.24415357,16.61615046,0.414498193,0.470952825,0.880126778,0.378790634,1
LOC116940242,S,C,248.552784,272.9691019,260.760943,-0.133505013,0.151764285,-0.879686629,0.379029095,0.702548565
BEND7,S,C,632.0056542,580.3893482,606.1975012,0.121774986,0.138536602,0.879009476,0.379396138,0.703083872
SPECC1L,S,C,291.797748,319.0863457,305.4420468,-0.128166647,0.145876699,-0.878595744,0.379620504,0.703205367
MFSD9,S,C,29.20527106,23.25458103,26.22992604,0.326199522,0.371275437,0.878591712,0.379622691,0.703205367
AMACR,S,C,134.0175369,117.9743676,125.9959522,0.184749523,0.210311712,0.878455704,0.379696466,0.703205367
LOC116952615,S,C,37.49686815,45.07313604,41.2850021,-0.267499151,0.304703985,-0.877898433,0.37999884,0.703620354
LOC116945425,S,C,365.4819289,334.8870451,350.184487,0.127659302,0.145467744,0.877578064,0.380172738,0.703797326
ANKRA2,S,C,129.3284529,144.4286225,136.8785377,-0.158724761,0.180925894,-0.87729157,0.38032829,0.70394027
FAM221B,S,C,68.03610198,78.46759162,73.2518468,-0.204138541,0.232733582,-0.877134013,0.380413852,0.70395364
LOC116942808,S,C,20.98236159,26.51524179,23.74880169,-0.336824417,0.384008665,-0.877127126,0.380417592,1
LOC116953627,S,C,931.8556738,1002.06629,966.9609821,-0.104009763,0.118643518,-0.87665778,0.380672546,0.704082932
LOC103091749,S,C,988.7581005,1060.496357,1024.627229,-0.100648395,0.114816978,-0.876598531,0.380704738,0.704082932
LOC116938450,S,C,17.7771276,23.02697755,20.40205258,-0.365718669,0.417317215,-0.876356538,0.380836238,1
FAM151A,S,C,157.0165905,174.2812942,165.6489423,-0.150683797,0.171962799,-0.876258107,0.380889734,0.704082932
LOC116950426,S,C,115.2848498,131.6244039,123.4546268,-0.188201576,0.214800056,-0.876170984,0.380937088,0.704082932
CHMP3,S,C,653.7105096,597.74308,625.7267948,0.128320595,0.146476563,0.876048646,0.381003588,0.704082932
LOC116940432,S,C,56.67452546,48.13520729,52.40486637,0.234441352,0.26761285,0.876046692,0.381004651,0.704082932
LOC116942362,S,C,51.02016591,42.91496157,46.96756374,0.246696708,0.281636792,0.875939203,0.381063086,0.704082932
EDF1,S,C,608.8556464,563.5621791,586.2089128,0.111189971,0.126950653,0.875851906,0.381110548,0.704082932
LOC116939851,S,C,15.88871144,11.69346149,13.79108646,0.445295058,0.508453153,0.875783847,0.381147553,1
LOC116939203,S,C,226.1532812,204.9460638,215.5496725,0.140938884,0.161001986,0.875385999,0.381363915,0.704406196
LOC116958189,S,C,847.0352826,909.7175009,878.3763917,-0.103390677,0.11812966,-0.87523046,0.381448523,0.704417679
LOC116938598,S,C,3401.662764,3652.65112,3527.156942,-0.102581388,0.117263613,-0.874793,0.381686547,0.704489276
OS9,S,C,487.1083358,526.226108,506.6672219,-0.112079731,0.128127137,-0.874754043,0.381707748,0.704489276
PNPLA7,S,C,854.4120553,916.3148389,885.3634471,-0.1005736,0.114983151,-0.874681199,0.381747393,0.704489276
STK10,S,C,3406.740343,3713.511982,3560.126163,-0.124452851,0.142307484,-0.874534824,0.381827064,0.704489276
LOC116944170,S,C,808.0259744,743.0423836,775.534179,0.119875989,0.137123756,0.874217508,0.381999813,0.704489276
LOC116944174,S,C,410.5233869,446.552161,428.537774,-0.122092899,0.139670315,-0.874150666,0.382036209,0.704489276
ASH1L,S,C,570.2445633,528.3482103,549.2963868,0.109982829,0.125829164,0.874064684,0.382083029,0.704489276
DNAH7,S,C,10674.74298,10022.77377,10348.75838,0.090861187,0.103959345,0.874006927,0.382114481,0.704489276
LOC116944418,S,C,21.14227321,26.62288054,23.88257688,-0.334418011,0.382664076,-0.87392058,0.382161506,1
LOC116945083,S,C,6.10809799,9.108144043,7.608121016,-0.574232406,0.657123355,-0.873857857,0.382195668,1
DPY30,S,C,345.0805147,313.7106619,329.3955883,0.138225749,0.158183231,0.873833137,0.382209132,0.704519232
CROT,S,C,897.6158302,827.8328604,862.7243453,0.117437606,0.134433657,0.873572946,0.382350865,0.704572032
LOC116945294,S,C,42.67445527,34.86305379,38.76875453,0.28678625,0.328321295,0.873492685,0.382394592,0.704572032
LOC116949578,S,C,79.39524948,68.89431845,74.14478397,0.209765954,0.240208321,0.87326681,0.382517666,0.704654315
LOC116956402,S,C,10.3927823,14.68402441,12.53840335,-0.488029308,0.558982045,-0.873067949,0.382626042,1
MB21D2,S,C,34.276835,41.26516313,37.77099907,-0.266172371,0.304979112,-0.872756071,0.382796048,0.704713067
ETFB,S,C,2639.973285,2462.481151,2551.227218,0.100615063,0.11528754,0.872731466,0.382809463,0.704713067
SIRT4,S,C,101.5430604,89.14410362,95.34358202,0.189174728,0.216789144,0.872620855,0.38286977,0.704713067
LOC116941325,S,C,86.77945293,99.63099829,93.20522561,-0.199296703,0.228439611,-0.872426204,0.38297591,0.704713067
RGS22,S,C,53.02769809,44.84046925,48.93408367,0.24261817,0.2781107,0.872379846,0.383001192,0.704713067
SMCHD1,S,C,2322.146774,2478.830085,2400.488429,-0.09433847,0.108143511,-0.872345174,0.3830201,0.704713067
P4HB,S,C,2167.477639,2338.66247,2253.070054,-0.10938777,0.125454298,-0.871933219,0.38324481,0.704902261
EIF4A3,S,C,1961.942952,1825.079656,1893.511304,0.10427554,0.119600001,0.871869053,0.383279818,0.704902261
PREP,S,C,398.9913182,363.9278226,381.4595704,0.130793183,0.150098777,0.871380737,0.3835463,0.704979611
LOC116956416,S,C,375.4657865,345.4828791,360.4743328,0.119230664,0.136844421,0.871286262,0.38359787,0.704979611
LOC116957845,S,C,158.397463,142.2287062,150.3130846,0.153750083,0.176478191,0.871212934,0.383637899,0.704979611
LOC116943207,S,C,6.515009919,9.738187306,8.126598613,-0.584849203,0.671468355,-0.871000396,0.383753937,1
LOC116949446,S,C,71.2733633,61.45692037,66.36514184,0.212683852,0.244288605,0.870625347,0.383958752,0.704979611
LOC116940249,S,C,36.99535542,30.24629243,33.62082392,0.287748836,0.330587859,0.87041562,0.384073314,0.704979611
LOC116939625,S,C,237.3287851,213.0715331,225.2001591,0.152783195,0.17553404,0.870390694,0.384086931,0.704979611
USP10,S,C,729.6924117,676.4181891,703.0553004,0.108880399,0.125094545,0.870384871,0.384090112,0.704979611
SVIL,S,C,100.7992389,115.6936201,108.2464295,-0.192539151,0.221239582,-0.87027443,0.384150449,0.704979611
LOC116951144,S,C,76.23449624,88.0128008,82.12364852,-0.205736828,0.236423606,-0.870204253,0.384188792,0.704979611
EFL1,S,C,701.6205608,756.2527394,728.9366501,-0.107465726,0.123508691,-0.87010659,0.384242157,0.704979611
LOC116942837,S,C,79.35241645,90.5737657,84.96309108,-0.193359431,0.222295338,-0.869831247,0.384392632,0.704979611
LOC116939556,S,C,33.98183531,27.55128307,30.76655919,0.296772368,0.341190925,0.869813193,0.3844025,0.704979611
CCDC151,S,C,1273.469713,1189.048825,1231.259269,0.099135004,0.113974298,0.8698014,0.384408946,0.704979611
LOC116950436,S,C,21.63649892,27.18066295,24.40858093,-0.327434164,0.376482486,-0.869719513,0.384453706,0.704979611
TRAPPC6B,S,C,425.1920267,386.4685633,405.830295,0.137335954,0.157923265,0.869637252,0.384498673,0.704979611
SF3B3,S,C,3570.84886,3814.138722,3692.493791,-0.094841927,0.109091208,-0.869381947,0.384638254,0.705091667
LOC116951368,S,C,20.35782259,26.00050184,23.17916221,-0.351223175,0.404009916,-0.869342957,0.384659573,1
LOC116943338,S,C,44.07593276,52.06765314,48.07179295,-0.242037217,0.278661542,-0.868570579,0.385082052,0.705453916
CENPI,S,C,903.3801855,969.6439299,936.5120577,-0.102548321,0.118065999,-0.86856777,0.385083589,0.705453916
CDKN3,S,C,92.94166447,105.427015,99.18433974,-0.181028534,0.208430827,-0.868530519,0.385103973,0.705453916
LOC116951837,S,C,157.5772999,177.4822687,167.5297843,-0.170562803,0.196454371,-0.86820569,0.38528174,0.705453916
LOC116940203,S,C,28.02119554,34.867562,31.44437877,-0.309896469,0.357014969,-0.868020938,0.38538287,0.705453916
LOC116952822,S,C,45.50457958,53.69274839,49.59866398,-0.241059179,0.277740455,-0.867929659,0.385432841,0.705453916
LOC116938537,S,C,22.34717881,28.18693773,25.26705827,-0.333696481,0.38454793,-0.867763041,0.385524066,0.705453916
LOC116942113,S,C,27.09045958,33.35196122,30.2212104,-0.298892777,0.344472734,-0.86768196,0.385568464,0.705453916
LOC116943358,S,C,62.99148226,54.10265529,58.54706878,0.220270009,0.253886293,0.867593149,0.385617098,0.705453916
BAG1,S,C,796.5412241,864.1839041,830.3625641,-0.116475356,0.134252206,-0.86758616,0.385620925,0.705453916
LRRIQ3,S,C,299.323829,274.0996522,286.7117406,0.126942313,0.146373541,0.867249041,0.385805571,0.705648049
LOC116937432,S,C,71.41878411,60.93581649,66.1773003,0.223910526,0.258283606,0.866917299,0.385987324,0.705768415
CACHD1,S,C,78.24931545,89.63358529,83.94145037,-0.191768379,0.221235259,-0.866807488,0.386047499,0.705768415
SOD2,S,C,491.9597585,451.3308776,471.6453181,0.125836954,0.145191083,0.86669891,0.386107003,0.705768415
NKAPD1,S,C,80.18707038,69.46949014,74.82828026,0.205003586,0.236606588,0.866432285,0.386253146,0.705887712
LOC116953865,S,C,20.4488215,25.8164959,23.1326587,-0.340785568,0.393326161,-0.866419786,0.386259998,1
LOC116950283,S,C,37.45026674,44.74069951,41.09548312,-0.25827849,0.298142926,-0.866290852,0.386330682,0.705887712
ELP3,S,C,213.7503959,193.375424,203.5629099,0.142215064,0.164192196,0.866149962,0.386407929,0.705887712
LOC116938433,S,C,246.9129326,221.1881763,234.0505545,0.158793754,0.183382665,0.865914749,0.386536914,0.705935016
MRPS17,S,C,446.7611527,411.937505,429.3493289,0.116832596,0.134948414,0.865757459,0.386623183,0.705935016
LOC116956015,S,C,884.2250306,956.8961764,920.5606035,-0.114537556,0.132318526,-0.865619947,0.386698613,0.705935016
LOC116941528,S,C,43.49947641,35.59642503,39.54795072,0.280698533,0.324308337,0.865529809,0.386748062,0.705935016
LOC116942819,S,C,423.9787198,460.4996951,442.2392074,-0.119024669,0.137594457,-0.865039709,0.387016995,0.706128332
CIAO2B,S,C,306.965897,336.1422727,321.5540849,-0.129581178,0.149815232,-0.864939944,0.387071752,0.706128332
LOC116950604,S,C,33.83429383,27.62915533,30.73172458,0.29020774,0.335575904,0.86480506,0.387145793,0.706128332
LOC116947685,S,C,1051.326722,976.419881,1013.873301,0.107009002,0.123743579,0.864764072,0.387168294,0.706128332
LOC116942885,S,C,812.0924112,753.3805919,782.7365016,0.108825556,0.125984877,0.863798565,0.387698556,0.706856712
ALG5,S,C,127.8042575,112.9910924,120.397675,0.175584835,0.2032819,0.863750461,0.387724987,0.706856712
TMPPE,S,C,13.31413061,17.52746436,15.42079749,-0.399576236,0.462644924,-0.863677987,0.38776481,1
TUBGCP2,S,C,612.6033079,563.1475665,587.8754372,0.120430751,0.139517829,0.863192555,0.388031607,0.707272214
LOC116958309,S,C,20.39470796,25.70570081,23.05020438,-0.332500307,0.385269241,-0.86303362,0.388118982,1
LOC116951678,S,C,12.417851,16.48786485,14.45285792,-0.420466704,0.487209448,-0.86301016,0.388131881,1
LOC116947678,S,C,154.1628988,138.8957846,146.5293417,0.150799083,0.174741727,0.862982673,0.388146994,0.707339056
LOC116956298,S,C,8.835078319,12.35251871,10.59379851,-0.482374157,0.559069767,-0.862815673,0.38823882,1
LOC116956244,S,C,8.321195425,11.74868371,10.03493957,-0.507624952,0.588349007,-0.862795629,0.388249843,1
LOC116939639,S,C,11.87068463,8.454698214,10.16269142,0.492100445,0.57048946,0.862593404,0.388361058,1
LOC116958225,S,C,160.3336535,177.5441613,168.9389074,-0.148373421,0.172012389,-0.862574043,0.388371707,0.707410057
LOC116939447,S,C,960.4001618,897.2080902,928.804126,0.098337572,0.114024159,0.862427517,0.388452304,0.707410057
INPP5E,S,C,42.0672277,33.45002845,37.75862808,0.318798026,0.369718732,0.862271771,0.388537983,0.707410057
LOC116948509,S,C,164.5361072,148.2180517,156.3770794,0.149480099,0.173361093,0.862247095,0.388551559,0.707410057
LOC116942692,S,C,15.67351339,20.31417702,17.9938452,-0.379147272,0.439736595,-0.862214509,0.388569487,1
PSMD4,S,C,3415.670058,3203.753275,3309.711667,0.092529859,0.1073188,0.862196178,0.388579573,0.707410057
LOC116941896,S,C,4.50113849,7.120297668,5.810718079,-0.674883521,0.782973211,-0.861949695,0.388715201,1
ADH5,S,C,261.7961291,234.7830044,248.2895668,0.158889188,0.184398242,0.861663246,0.388872857,0.707800585
LOC116955728,S,C,23.37016981,18.17098803,20.77057892,0.357023829,0.414551252,0.861229649,0.389111573,1
VWA3B,S,C,115.2238408,129.1048301,122.1643355,-0.163280158,0.189609942,-0.861137112,0.389162531,0.708184387
PDIA6,S,C,2094.285604,2239.214551,2166.750078,-0.096631805,0.112241271,-0.860929356,0.389276952,0.708210941
LOC116941749,S,C,42.84894097,35.26699865,39.05796981,0.275278832,0.319785107,0.860824429,0.389334748,0.708210941
LOC116943873,S,C,46.97120139,39.31700542,43.1441034,0.263218307,0.305855359,0.860597337,0.389459853,0.70829513
SETD7,S,C,230.0960561,254.4061956,242.2511258,-0.143443599,0.166725671,-0.860357007,0.389592277,0.708392595
