gene_id,sampleA,sampleB,baseMeanA,baseMeanB,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TEDC1,S,C,77.47488922,88.19229853,82.83359387,-0.18728292,0.217739946,-0.860122007,0.389721791,0.708415342
FAM8A1,S,C,102.695642,116.0209933,109.3583177,-0.177291735,0.206160184,-0.859970782,0.389805149,0.708415342
LOC116952546,S,C,221.988744,243.2502773,232.6195106,-0.132357075,0.15392054,-0.859905215,0.389841294,0.708415342
HMOX2,S,C,1642.959752,1751.924088,1697.44192,-0.092327406,0.107408887,-0.859588142,0.390016114,0.708589729
LOC116938811,S,C,6.144983358,9.049363584,7.597173471,-0.563800652,0.656175094,-0.859222877,0.390217564,1
LOC116946193,S,C,116.524295,102.9199205,109.7221077,0.180477653,0.210049552,0.859214653,0.390222101,0.708681308
LOC116944281,S,C,142.2096752,158.2323502,150.2210127,-0.151905768,0.17682451,-0.859076422,0.390298355,0.708681308
LOC116940268,S,C,389.9804981,358.4023499,374.191424,0.12060423,0.140389654,0.859067793,0.390303115,0.708681308
PCID2,S,C,169.8266961,151.4066049,160.6166505,0.163962134,0.190948727,0.858670997,0.390522056,0.708935596
LOC116952407,S,C,1029.192103,945.1905421,987.1913228,0.122132056,0.142325031,0.858120709,0.390825813,0.70934372
SYTL2,S,C,8.817850141,12.41410487,10.6159775,-0.488454309,0.569218379,-0.858114087,0.390829469,1
LOC116953917,S,C,1359.610838,1451.550329,1405.580584,-0.094576655,0.110284854,-0.857567034,0.391131585,0.709525561
FYCO1,S,C,202.4071372,224.4264428,213.41679,-0.149344148,0.174160573,-0.857508364,0.391163994,0.709525561
LOC116958196,S,C,45.60521129,38.2639255,41.9345684,0.255918189,0.298454784,0.857477256,0.391181179,0.709525561
LOC116941369,S,C,16.64473662,21.72364412,19.18419037,-0.372248857,0.434182036,-0.857356653,0.391247807,1
RPL13A,S,C,13883.93028,12603.37538,13243.65283,0.139646499,0.162885877,0.857327237,0.39126406,0.709525561
LOC116939853,S,C,519.9949511,472.3424347,496.1686929,0.137291583,0.160158249,0.857224551,0.391320797,0.709525561
LOC116943590,S,C,11.9997418,16.20859738,14.10416959,-0.421861111,0.492242428,-0.857018994,0.391434387,1
LOC116956932,S,C,13.81078532,18.32352495,16.06715514,-0.40719974,0.475154824,-0.856983281,0.391454124,1
LOC116939194,S,C,7.337518795,10.6737063,9.005612549,-0.529810051,0.618265157,-0.856930145,0.391483492,1
FICD,S,C,344.465669,315.0998827,329.7827759,0.127251076,0.148564484,0.856537666,0.391700448,0.709974248
LOC116942611,S,C,1486.367154,1369.138251,1427.752703,0.118066084,0.137912505,0.856094115,0.391945723,0.709974248
CDK5RAP3,S,C,48.56587398,40.97877919,44.77232659,0.246711644,0.28825935,0.855866927,0.392071391,0.709974248
NR2C2,S,C,911.8403206,843.7960701,877.8181954,0.111231198,0.130001087,0.85561744,0.39220942,0.709974248
GALT,S,C,25.30024612,31.73548751,28.51786681,-0.316501864,0.369940958,-0.855546966,0.392248416,0.709974248
RBM18,S,C,88.68563071,77.31288624,82.99925847,0.196732773,0.229960527,0.855506708,0.392270692,0.709974248
URB1,S,C,182.1154067,201.0288009,191.5721038,-0.142100853,0.166103616,-0.855495241,0.392277038,0.709974248
MMACHC,S,C,94.18650112,81.53281921,87.85966017,0.202398497,0.23661309,0.855398562,0.39233054,0.709974248
PEX6,S,C,180.4945958,163.4037376,171.9491667,0.145331972,0.16991752,0.855308927,0.392380147,0.709974248
LOC116944091,S,C,537.5549473,577.8642144,557.7095808,-0.104036539,0.121648294,-0.855223991,0.392427157,0.709974248
ECHS1,S,C,408.8563662,375.7637457,392.3100559,0.120265062,0.140627081,0.855205563,0.392437357,0.709974248
LOC116952979,S,C,14.59280694,10.76786465,12.6803358,0.442602149,0.517733614,0.854883933,0.392615406,1
MAN1B1,S,C,679.7786404,728.2146342,703.9966373,-0.099458759,0.116376851,-0.854626658,0.392757865,0.710296268
LOC116938744,S,C,659.3084931,597.9550847,628.6317889,0.140073564,0.163905693,0.854598528,0.392773443,0.710296268
CEBPZOS,S,C,16.32647783,11.91470103,14.12058943,0.439062282,0.513866895,0.854428036,0.392867867,1
LOC116950889,S,C,128.4309172,143.1662784,135.7985978,-0.155222808,0.181675837,-0.854394349,0.392886526,0.710357811
LOC116938827,S,C,51.29433554,60.02801083,55.66117318,-0.230232425,0.26959409,-0.853996557,0.393106897,0.710418994
RNF2,S,C,506.1104178,467.4866566,486.7985372,0.113329712,0.132708024,0.853977844,0.393117266,0.710418994
UBE4A,S,C,436.2568498,470.8879232,453.5723865,-0.110819192,0.12980027,-0.853767039,0.393234081,0.710418994
LOC103091720,S,C,22647.47167,20650.83653,21649.1541,0.13317469,0.155985641,0.853762496,0.393236599,0.710418994
LOC116953579,S,C,6.053984444,9.07276615,7.563375297,-0.577655031,0.676610284,-0.853748524,0.393244342,1
LOC116956022,S,C,12.1103979,16.30275573,14.20657682,-0.419761,0.491754189,-0.853599235,0.393327083,1
DDX1,S,C,3989.450954,3750.954708,3870.202831,0.088880783,0.104176435,0.853175511,0.393561982,0.710773547
STX8,S,C,446.9399384,485.8520188,466.3959786,-0.118800307,0.13925342,-0.853123088,0.393591049,0.710773547
LOC116937331,S,C,10.00435467,6.802094071,8.403224372,0.547550082,0.64187452,0.853048478,0.393632421,1
LOC116950064,S,C,55.25794046,64.738178,59.99805923,-0.22525387,0.264154246,-0.85273613,0.39380565,0.711018198
LOC116941023,S,C,13.05476015,17.2021443,15.12845222,-0.405036167,0.475094138,-0.852538759,0.393915136,1
LOC116946987,S,C,358.9479863,330.0188758,344.4834311,0.11980176,0.140557538,0.852332519,0.394029562,0.711060311
LOC116951189,S,C,14.92712101,10.95653201,12.94182651,0.454026684,0.532712772,0.852291719,0.394052201,1
LOC116958203,S,C,293.3542186,328.0340395,310.6941291,-0.159200102,0.186792576,-0.852282813,0.394057143,0.711060311
LOC116946493,S,C,48.74935304,40.89810124,44.82372714,0.248325752,0.291371116,0.852266195,0.394066364,0.711060311
LOC116952320,S,C,18.23455118,23.22125629,20.72790374,-0.358991092,0.421314879,-0.85207314,0.394173499,1
LOC116948329,S,C,669.6156074,618.9517425,644.283675,0.112597132,0.132168634,0.851920224,0.394258371,0.711263947
PDLIM5,S,C,30.38660923,37.92908516,34.15784719,-0.308246414,0.361903525,-0.851736424,0.3943604,0.711305209
LOC116941596,S,C,13.82558449,10.08184663,11.95371556,0.460913627,0.541326933,0.851451496,0.394518596,1
LOC116942794,S,C,25.25615696,31.27877547,28.26746622,-0.309035093,0.362963633,-0.851421644,0.394535173,0.711477636
SPTLC1,S,C,249.4789703,272.51445,260.9967102,-0.126724833,0.14892775,-0.850914839,0.394816661,0.711794641
UTP4,S,C,133.4191608,118.5834633,126.0013121,0.166787965,0.196067487,0.8506661,0.39495486,0.711794641
LOC116948276,S,C,243.7236707,266.7007883,255.2122295,-0.130028436,0.152865394,-0.850607402,0.394987476,0.711794641
HINT3,S,C,215.51774,195.6018992,205.5598196,0.140661312,0.165399239,0.850435063,0.395083249,0.711794641
DYTN,S,C,1182.773279,1269.045301,1225.90929,-0.100990082,0.118757053,-0.850392295,0.395107018,0.711794641
LOC116940900,S,C,629.7035934,583.7996453,606.7516193,0.109990899,0.129393583,0.850049104,0.395297786,0.711995572
ITGA11,S,C,53.64972483,45.5817095,49.61571717,0.243032279,0.286037305,0.849652388,0.395518377,0.71205094
LOC116940434,S,C,159.8139648,143.5256757,151.6698203,0.153410493,0.180571442,0.849583362,0.395556766,0.71205094
WDR43,S,C,538.6996857,497.0185164,517.859101,0.115433461,0.135877793,0.849538827,0.395581535,0.71205094
NUP107,S,C,2531.114463,2362.588186,2446.851324,0.099417285,0.117055944,0.849314283,0.395706435,0.71205094
ECD,S,C,424.2252452,460.1820023,442.2036238,-0.116577279,0.137265786,-0.849281402,0.395724727,0.71205094
LOC116940099,S,C,98.80158927,111.3429965,105.0722929,-0.173427514,0.204416392,-0.848403168,0.396213479,0.712787652
LOC116946930,S,C,15.36606029,20.07740391,17.7217321,-0.376169161,0.443590318,-0.848010307,0.396432231,1
LRRC6,S,C,133.912995,149.3808236,141.6469093,-0.155222065,0.183101712,-0.847736829,0.396584551,0.713118999
CBX1,S,C,2598.915543,2415.84353,2507.379536,0.105550495,0.124527401,0.847608589,0.39665599,0.713118999
TEPSIN,S,C,264.2798548,239.5590685,251.9194616,0.139974185,0.165143169,0.847592943,0.396664706,0.713118999
LOC116951846,S,C,10.09895548,13.88906701,11.99401124,-0.455892727,0.537868065,-0.847592107,0.396665172,1
LOC116942224,S,C,6.436381161,9.422789406,7.929585284,-0.547231713,0.645775166,-0.847402845,0.396770619,1
LOC116940083,S,C,117.614078,104.6567608,111.1354194,0.166232459,0.196169997,0.847389824,0.396777875,0.713118999
WDR19,S,C,3014.961312,2833.502976,2924.232144,0.089345114,0.105443903,0.847323658,0.396814743,0.713118999
MTOR,S,C,44.30961513,52.08860065,48.19910789,-0.240618787,0.284014087,-0.847207225,0.396879627,0.713118999
ATAD5,S,C,1503.18803,1603.523477,1553.355754,-0.09302083,0.109814128,-0.847075258,0.396953175,0.713118999
LOC116946007,S,C,11.710773,15.88683555,13.79880428,-0.430530847,0.508395491,-0.84684238,0.397082982,1
LOC116952451,S,C,1460.588202,1356.440443,1408.514322,0.10617426,0.12538969,0.84675431,0.39713208,0.713220858
CLUAP1,S,C,1143.892118,1065.143185,1104.517651,0.102471804,0.121036427,0.846619539,0.39720722,0.713220858
NUP133,S,C,1053.235697,980.6611127,1016.948405,0.103064118,0.12174744,0.846540328,0.397251386,0.713220858
COPS2,S,C,2642.111804,2464.630938,2553.371371,0.100062225,0.118256725,0.846144056,0.397472386,0.713220858
STARD7,S,C,333.0112208,361.7903405,347.4007806,-0.118465066,0.140006619,-0.846139037,0.397475186,0.713220858
NDUFA7,S,C,1189.654654,1093.210522,1141.432588,0.122242375,0.144492182,0.84601376,0.397545068,0.713220858
LOC116936878,S,C,23.21511621,28.96430841,26.08971231,-0.320239179,0.378543512,-0.845977196,0.397565466,0.713220858
HYI,S,C,17.17107291,12.94718408,15.05912849,0.399872054,0.472701378,0.84592953,0.397592058,1
LOC116952729,S,C,264.4652294,239.2539434,251.8595864,0.14273353,0.168810025,0.845527566,0.397816348,0.713528484
LOC116942185,S,C,16.97670493,21.72720236,19.35195364,-0.355575825,0.42071479,-0.845170728,0.398015523,1
LOC116946016,S,C,971.6333792,906.984001,939.3086901,0.099776915,0.118077123,0.845014782,0.398102586,0.713899389
GNL2,S,C,545.992913,506.1957067,526.0943098,0.10924088,0.129312932,0.844779238,0.398234109,0.713992758
LOC116936810,S,C,4.958478826,7.908891138,6.433684982,-0.649134358,0.768685268,-0.844473524,0.398404852,1
C4H2orf49,S,C,1101.777385,1020.308501,1061.042943,0.111201574,0.131771239,0.843898682,0.398726025,0.714541427
LRRFIP2,S,C,475.192531,435.8111412,455.5018361,0.124792561,0.147883481,0.843857344,0.398749127,0.714541427
RTTN,S,C,1414.060982,1514.884563,1464.472773,-0.098936082,0.117250011,-0.843804458,0.398778684,0.714541427
LOC116940063,S,C,188.8881394,212.1059039,200.4970217,-0.164387399,0.194862568,-0.843606859,0.39888913,0.714570445
LOC116954615,S,C,19.76773995,25.59059494,22.67916744,-0.369468307,0.438001002,-0.843533018,0.398930408,1
LOC116957857,S,C,385.3276223,351.5474956,368.437559,0.133381843,0.158134753,0.843469513,0.398965909,0.714570445
ARIH2,S,C,1811.494282,1671.372817,1741.43355,0.115797432,0.137306703,0.843348724,0.39903344,0.714570445
SMIM19,S,C,167.5912042,185.4511967,176.5212004,-0.14347404,0.170161231,-0.84316527,0.399136019,0.714611728
LOC116939365,S,C,13.81564335,18.4042029,16.10992312,-0.410860588,0.487414546,-0.842938709,0.399262723,1
LOC116945989,S,C,65.61023549,75.89931281,70.75477415,-0.20801405,0.246802979,-0.842834438,0.399321045,0.714800579
PRIMPOL,S,C,942.3832982,879.0591901,910.7212442,0.100166488,0.118924823,0.842267284,0.399638359,0.715165709
PRXL2A,S,C,13.08044825,17.47935861,15.27990343,-0.411471884,0.488563428,-0.842207707,0.399671701,1
CHID1,S,C,132.0013197,118.1894406,125.0953802,0.159110136,0.188925313,0.842185378,0.399684197,0.715165709
LOC116956303,S,C,22.82300345,28.1912485,25.50712597,-0.307120067,0.364737685,-0.842029985,0.39977117,0.715178924
LOC116939342,S,C,27.85525301,22.44428751,25.14977026,0.313260745,0.372218374,0.841604731,0.40000924,0.715334799
LOC116942809,S,C,103.7697009,90.17994746,96.97482418,0.202882366,0.241070326,0.841589958,0.400017512,0.715334799
LOC116944973,S,C,10.62403565,7.4285791,9.026307373,0.508235654,0.604211213,0.841155614,0.400260763,1
LOC116948356,S,C,18.94640396,23.93909398,21.44274897,-0.336416827,0.400244285,-0.840528748,0.40061199,1
UBE2F,S,C,316.6505949,290.385325,303.51796,0.124565976,0.148213569,0.840449204,0.400656571,0.716335047
ARL16,S,C,199.5155518,222.1701568,210.8428543,-0.151323519,0.180103352,-0.840203788,0.400794135,0.716399532
LOC116940216,S,C,118.2152747,105.5339012,111.874588,0.164130652,0.195370278,0.840100417,0.400852086,0.716399532
LOC116953892,S,C,59.32602873,87.36858286,73.34730579,-0.557958692,0.664539358,-0.839617227,0.401123037,0.716503059
LOC116944840,S,C,1326.152375,1243.169528,1284.660951,0.093267594,0.111086051,0.839597708,0.401133985,0.716503059
LOC116942935,S,C,323.0594152,291.0047006,307.0320579,0.151099064,0.180015586,0.839366563,0.401263641,0.716503059
SMG8,S,C,167.2136655,149.524746,158.3692057,0.162311504,0.193397798,0.83926242,0.401322067,0.716503059
LOC116943328,S,C,44.00702005,51.68861592,47.84781799,-0.233342482,0.278060385,-0.839179169,0.401368775,0.716503059
LOC116953050,S,C,33.68918137,40.76951497,37.22934817,-0.273548453,0.325985058,-0.839144145,0.401388426,0.716503059
MMS22L,S,C,107.7545275,121.8531405,114.803834,-0.174626071,0.208226718,-0.838634314,0.401674549,0.716824095
LOC116946005,S,C,7.428517709,10.83581474,9.132166226,-0.534834057,0.637818757,-0.838536106,0.401729678,1
LOC116952155,S,C,487.982446,448.7548318,468.3686389,0.120125926,0.143257931,0.838528974,0.401733682,0.716824095
LOC116939489,S,C,34.18583609,40.94620699,37.56602154,-0.257149493,0.306736826,-0.838339158,0.40184025,0.716824095
LOC116939117,S,C,7.865027972,11.10871828,9.486873127,-0.498592136,0.594780355,-0.838279429,0.401873786,1
NAA60,S,C,398.2718701,366.6307522,382.4513111,0.11805452,0.140833616,0.838255261,0.401887357,0.716824095
LOC116947557,S,C,1121.710122,1196.946232,1159.328177,-0.093434817,0.111548663,-0.837614858,0.402247045,0.717240888
TPPP3,S,C,48.83518558,41.51541664,45.17530111,0.235073297,0.280666097,0.837555015,0.402280667,0.717240888
DOHH,S,C,133.0424034,118.4245625,125.733483,0.170241809,0.203423572,0.836883391,0.402658117,0.717634365
LOC116956501,S,C,44.73375523,37.12420559,40.92898041,0.265075583,0.316743355,0.83687812,0.40266108,0.717634365
LOC116945068,S,C,14.14149751,18.58896137,16.36522944,-0.385959093,0.461235677,-0.836793667,0.402708558,1
ABRAXAS2,S,C,391.476741,358.7074307,375.0920858,0.126542106,0.151249592,0.83664428,0.402792548,0.717726321
LOC116950748,S,C,145.7622933,162.8966622,154.3294778,-0.163014906,0.194927471,-0.836284926,0.402994631,0.71780404
LOC116947277,S,C,12.35527753,8.503556508,10.42941702,0.526551865,0.629679581,0.836221916,0.403030071,1
TMEM199,S,C,130.8979709,115.0985529,122.9982619,0.181588711,0.21716181,0.836190814,0.403047566,0.71780404
UMPS,S,C,86.11034994,72.62346914,79.36690954,0.248967979,0.297758506,0.836140609,0.403075805,0.71780404
LOC116942961,S,C,880.4017596,944.9339759,912.6678678,-0.101438715,0.121393539,-0.835618732,0.403369427,0.717958452
LOC116945140,S,C,21.25292932,16.52399528,18.8884623,0.357509613,0.427839176,0.835616824,0.403370501,1
FTH1,S,C,35399.67581,32671.7994,34035.73761,0.115711281,0.138477477,0.835596396,0.403381997,0.717958452
NUBP1,S,C,569.0729165,529.0397885,549.0563525,0.10542984,0.12620708,0.835371839,0.403508381,0.717958452
METTL26,S,C,1377.134134,1253.284121,1315.209128,0.136296245,0.163198384,0.835156832,0.403629411,0.717958452
AIMP1,S,C,905.2881398,968.4560535,936.8720967,-0.097077391,0.116250166,-0.83507314,0.403676529,0.717958452
MECR,S,C,136.4054284,122.1340663,129.2697473,0.158297379,0.189614843,0.834836432,0.40380981,0.717958452
TUBGCP4,S,C,1271.576889,1189.773889,1230.675389,0.096189188,0.115233006,0.834736423,0.403866129,0.717958452
LOC116939597,S,C,27.83559582,33.78772573,30.81166078,-0.278310863,0.333429032,-0.834692953,0.403890611,0.717958452
RANGAP1,S,C,1411.83766,1509.642464,1460.740062,-0.096208644,0.115268411,-0.834648824,0.403915464,0.717958452
NANP,S,C,23.52248606,29.15578146,26.33913376,-0.303766009,0.363980327,-0.834567107,0.403961488,0.717958452
LOC116938255,S,C,22.85385791,28.81026641,25.83206216,-0.340023733,0.407564365,-0.834282292,0.404121928,0.718101571
LOC116945265,S,C,270.9236135,295.3550108,283.1393122,-0.123941203,0.14862748,-0.833905033,0.404334501,0.718337252
LOC116947615,S,C,9.824785856,6.827549798,8.326167827,0.52823149,0.633458478,0.833884947,0.404345821,1
ANKZF1,S,C,50.31794594,42.70399484,46.51097039,0.234807084,0.281648364,0.833688792,0.404456376,0.71841174
LOC116944599,S,C,2653.643095,2819.326444,2736.48477,-0.087203754,0.104634169,-0.833415644,0.404610355,0.718476109
KDM8,S,C,2881.621597,2700.000916,2790.811256,0.093851729,0.112621059,0.833340848,0.404652525,0.718476109
LOC116937960,S,C,518.7707175,481.1269752,499.9488463,0.109105352,0.130963576,0.83309692,0.404790071,0.718578343
LOC116937147,S,C,46.37243374,54.48600328,50.42921851,-0.230635787,0.276919795,-0.832861325,0.404922944,0.718672244
LOC116957596,S,C,719.1071343,669.177569,694.1423517,0.103124741,0.12388007,0.832456264,0.405151455,0.718935817
ZC3H13,S,C,1552.37919,1440.817863,1496.598527,0.107512612,0.129240971,0.831877162,0.405478284,0.719373714
LOC116937060,S,C,6.516182803,3.930392691,5.223287747,0.751988418,0.904412215,0.831466456,0.405710171,1
LOC116956331,S,C,107.3953066,121.9034526,114.6493796,-0.178123323,0.214373874,-0.830900332,0.406029936,0.720179625
SNRNP48,S,C,409.9289797,444.2947649,427.1118723,-0.11734488,0.141245103,-0.830789016,0.406092829,0.720179625
LOC116945893,S,C,54.60263025,63.33602481,58.96932753,-0.212419876,0.255798516,-0.830418719,0.406302086,0.720327648
MRM1,S,C,160.4466554,144.8774656,152.6620605,0.14749564,0.177632626,0.830340932,0.406346052,0.720327648
MAPK1,S,C,727.6455405,672.5327248,700.0891327,0.11384544,0.137148714,0.830087551,0.406489285,0.720327648
LOC116941391,S,C,3599.154667,3875.133673,3737.14417,-0.106691523,0.128532543,-0.830074011,0.40649694,0.720327648
LOC116943170,S,C,27.0475433,21.66205797,24.35480063,0.314084495,0.378574308,0.829650847,0.40673622,0.72048161
HID1,S,C,237.5295983,260.1676959,248.8486471,-0.133144026,0.160484722,-0.82963677,0.406744181,0.72048161
LOC116954445,S,C,192.6976176,168.8773932,180.7875054,0.18633998,0.224655815,0.829446502,0.406851797,0.720530203
LOC116955010,S,C,1895.726015,1759.91446,1827.820238,0.106812961,0.128840196,0.829034452,0.407084913,0.720799635
SPAG16,S,C,4725.142795,4444.002885,4584.57284,0.088441815,0.106698576,0.828894052,0.407164361,0.720799635
ZBTB18,S,C,7.933940685,5.116165196,6.52505294,0.615917131,0.743300925,0.828624195,0.407317093,1
NDUFV2,S,C,1528.693779,1409.998554,1469.346167,0.116873991,0.141075768,0.828448377,0.407416619,0.721104144
LOC116941556,S,C,26.4930899,21.05185904,23.77247447,0.330570281,0.399024405,0.828446272,0.407417811,1
LOC116937785,S,C,112.7556975,129.1068833,120.9312904,-0.192462829,0.232374093,-0.828245637,0.407531403,0.72116526
LOC116940207,S,C,122.4678484,109.2965741,115.8822113,0.166805505,0.201460887,0.827979604,0.407682051,0.721289803
LOC116941376,S,C,6.308496879,9.377489347,7.842993113,-0.559071019,0.675250077,-0.82794662,0.407700731,1
LOC116957630,S,C,50.05489034,58.65487159,54.35488097,-0.224374001,0.271258905,-0.827158101,0.408147457,0.721923208
AVEN,S,C,284.0816595,308.7362569,296.4089582,-0.119230014,0.14416055,-0.82706409,0.408200737,0.721923208
